Type,Latitude,Longitude,Message
Roadwork,1.3692500885292012,103.71862336523075,(22/3)9:52 Roadworks on KJE (towards PIE) before PIE(Changi) Exit. Avoid lane 4.
Heavy Traffic,1.3270519281446533,103.73571671907753,(22/3)9:51 Heavy Traffic on AYE (towards Tuas) at Penjuru Rd Entrance.
Roadwork,1.315172827484127,103.84094511556094,(22/3)9:51 Roadworks on Newton Road (towards Evelyn Road) after Newton Circus.
Roadwork,1.3074015793669251,103.9177586461742,(22/3)9:51 Roadworks on Marine Parade Road (towards Marine Terrace) after Marine Vista. Avoid left lane.
Roadwork,1.361747821853591,103.9595712248912,(22/3)9:51 Roadworks on TPE (towards SLE) at Tampines Ave 7 Entrance.
Roadwork,1.3630991182748136,103.76743425001614,(22/3)9:50 Roadworks on Upper Bukit Timah Road (towards Woodlands) after Hillview Road. Avoid left lane.
Roadwork,1.3257243717145428,103.75735572817753,(22/3)9:50 Roadworks on Commonwealth Avenue West (towards Tuas) after Jalan Lempeng. Avoid left lane.
Roadwork,1.2785629476964977,103.84861474240837,(22/3)9:48 Roadworks on Robinson Road (towards Mccallum Street) after Maxwell Road. Avoid right lane.
Roadwork,1.2758550991369062,103.84845963900987,(22/3)9:47 Roadworks on Straits Boulevard (towards Marina View) after Shenton Way. Avoid right lane.
Roadwork,1.3082544507980587,103.84236551922601,(22/3)9:47 Roadworks on Cavenagh Road (towards CTE) after Bukit Timah Road. Cavenagh Road closed after Bukit Timah Road.
Roadwork,1.3556048813920498,103.76875173976484,(22/3)9:47 Roadworks on Upper Bukit Timah Road (towards Woodlands) after Old Jurong Road. Avoid left lane.
Roadwork,1.299050494521419,103.86103715393537,(22/3)9:47 Roadworks on Nicoll Highway (towards Shenton Way) after Republic Avenue. Avoid right lane.
Roadwork,1.3776482814345712,103.7567596098228,(22/3)9:46 Roadworks on Choa Chu Kang Road (towards Teck Whye Avenue) after Phoenix Road. Avoid left lane.
Roadwork,1.3163361938612361,103.76466050684945,(22/3)9:44 Roadworks on Commonwealth Avenue West (towards Tuas) after Clementi Avenue 3. Avoid left lane.
Roadwork,1.3066241972455257,103.92761497183396,(22/3)9:43 Roadworks on ECP (towards City) before Still Rd Sth Exit. Avoid lane 3.
Roadwork,1.3212737087878035,103.76383182576352,(22/3)9:43 Roadworks on Clementi Avenue 6 (towards Jalan Lempeng) after Commonwealth Avenue West. Avoid right lane.
Roadwork,1.3552290780235245,103.71938376343948,(22/3)9:42 Roadworks on PIE (towards Tuas) at Jurong West Ave 2 Exit.
Roadwork,1.3168247473813517,103.7617149646552,(22/3)9:40 Roadworks on Clementi Avenue 6 (towards Jalan Lempeng) after AYE. Avoid left lane.
Roadwork,1.321318146393462,103.71093778384551,(22/3)9:40 Roadworks on AYE (towards Tuas) at Jurong Pier Rd Exit.
Roadwork,1.3264853539076713,103.84526451024792,(22/3)9:39 Roadworks on Balestier Road (towards Ah Hood Road) after Irrawaddy Road. Avoid left lane.
Roadwork,1.3690461898781712,103.84550670228683,(22/3)9:39 Roadworks on Ang Mo Kio Avenue 3 near Ang Mo Kio Avenue 3/Ang Mo Kio Avenue 6 Junction.
Roadwork,1.3691449300722496,103.84516873260354,(22/3)9:38 Roadworks on Ang Mo Kio Avenue 3 near Ang Mo Kio Avenue 3/Ang Mo Kio Avenue 6 Junction.
Roadwork,1.360721877699148,103.96075952344138,(22/3)9:37 Roadworks on TPE (towards SLE) after Tampines Ave 7 Exit. Avoid lane 3.
Roadwork,1.275258250220522,103.79460900737615,(22/3)9:36 Roadworks on Pasir Panjang Road (towards Tuas) after Jalan Pelepah. Avoid right lane.
Roadwork,1.3218928923708304,103.70977736728837,(22/3)9:36 Roadworks on AYE (towards MCE) at Jalan Boon Lay Exit.
Roadwork,1.390694338130312,103.76527214359652,(22/3)9:36 Roadworks on KJE (towards PIE) at Woodlands Rd Exit.
Roadwork,1.2808258887095996,103.83918603432825,(22/3)9:35 Roadworks on Outram Road (towards Eu Tong Sen Street) after Second Hospital Avenue.
Roadwork,1.3521766593354394,103.96363752849076,(22/3)9:34 Roadworks on PIE (towards Changi Airport) at TPE Exit.
Roadwork,1.4013457972412846,103.87818892759799,(22/3)9:34 Roadworks on TPE (towards PIE) after Seletar Link Exit. Avoid lane 4.
Roadwork,1.3440836992240563,103.64150315218556,(22/3)9:32 Roadworks on AYE (towards MCE) at Tuas West Dr Entrance.
Roadwork,1.400657490123135,103.87243995931306,(22/3)9:30 Roadworks on TPE (towards SLE) at Jalan Kayu Exit.
Roadwork,1.3558873439173769,103.71916025994894,(22/3)9:28 Roadworks on PIE (towards Changi Airport) at Jurong West Ave 2 Entrance.
Roadwork,1.3597123839365817,103.96126098621666,(22/3)8:54 Roadworks on TPE (towards SLE) at Tampines Ave 7 Exit.
Roadwork,1.3063836729089309,103.91364085285021,(22/3)8:51 Roadworks on Marine Parade Road (towards Telok Kurau Road) after Marine Terrace. Avoid right lane.
Roadwork,1.2929308305929696,103.76619415274945,(22/3)8:32 Roadworks on West Coast Highway (towards Tuas) at W Coast Hwy Flyover. Avoid right lane.
Roadwork,1.3193557607266087,103.71038572094491,(22/3)8:31 Roadworks on Jurong Pier Road (towards Bird Park Drive) after Jalan Pesawat. Avoid left lane.
Unattended Vehicle,1.319025373964239,103.87482875678154,(22/3)7:49 Stationary Vehicle on KPE (towards TPE) at PIE(Tuas) Exit.
Heavy Traffic,1.3456158661591715,103.85991437868294,(22/3)7:07 Heavy Traffic on CTE (towards AYE) at Braddell Rd Exit.
Roadwork,1.314243573257145,103.8457746396213,(22/3)5:03 Roadworks on Norfolk Road (towards Keng Lee Road) after Thomson Road. Avoid right lane.
Roadwork,1.289178609172704,103.83503245677912,(22/3)5:03 Roadworks on Outram Road towards Havelock Road. Avoid left lane.
Vehicle breakdown,1.2785248340724047,103.82868589978918,(22/3)10:34 Vehicle breakdown on CTE (towards AYE) after Jalan Bt Merah Exit.
Roadwork,1.3104254691341255,103.84450092798096,(22/3)9:55 Roadworks on Bukit Timah Road (towards Woodlands) after Kampong Java Road. Avoid left lane.
Roadwork,1.3086675686477058,103.93345848652402,(22/3)9:43 Roadworks on ECP (towards City) before Still Rd Sth Exit.
Vehicle breakdown,1.3226887880457865,103.6800150904455,(22/3)10:41 Vehicle breakdown on AYE (towards Tuas) after Benoi Rd Exit. Avoid lane 3.
