Longitude,Latitude
103.86148,1.33995
103.85786,1.32402
103.73549,1.34366
103.7252,1.34976
103.83633,1.35037
103.98387,1.34594
103.85054,1.31521
103.82885,1.27929
103.98288,1.3429
103.93424,1.31162
103.83792,1.28861
103.99024,1.35919
103.85032,1.31509
103.81562,1.44497
103.85293,1.28542
103.83661,1.282
103.90897,1.30154
103.77839,1.44295
103.78668,1.33528
103.7019,1.34369
103.95597,1.34615
103.84443,1.2851
103.8932,1.31869
103.79633,1.31232
103.85819,1.34221
103.8811,1.37111
103.98447,1.35201
103.71032,1.30852
103.85112,1.28027
103.93581,1.37917
103.8537,1.31303
103.93764,1.33213
103.77669,1.32077
103.72506,1.34932
103.90055,1.30276
103.83136,1.29361
103.93723,1.32352
103.87622,1.39085
103.75552,1.35188
103.89184,1.35846
103.95925,1.34909
103.80725,1.29336
103.89741,1.31661
103.84909,1.33189
103.74524,1.38407
103.84862,1.29
103.73926,1.33529
103.78191,1.40861
103.81872,1.33142
103.82994,1.29934
103.87496,1.31273
103.97068,1.3387
103.85058,1.29222
103.88153,1.37733
103.85056,1.31536
103.92233,1.33737
103.74792,1.39703
103.76402,1.37995
103.84743,1.29905
103.98877,1.36124
103.90545,1.40114
103.85897,1.29134
103.84948,1.36555
103.94013,1.31559
103.86907,1.32306
103.87062,1.32194
103.88902,1.33313
103.93002,1.33289
103.85365,1.30366
103.89032,1.35182
103.81497,1.28887
103.88259,1.30563
103.93485,1.36031
103.83767,1.43708
103.95166,1.35864
103.85439,1.31876
103.84069,1.36115
103.98461,1.35084
103.93187,1.30817
103.95508,1.34307
103.85361,1.2997
103.85676,1.3035
103.71249,1.34554
103.84756,1.31057
103.86044,1.31351
103.80131,1.44107
103.85858,1.33115
103.86048,1.2841
103.87702,1.37885
103.90532,1.329
103.7766,1.33714
103.89524,1.39814
103.8151,1.28091
103.84627,1.27524
103.74412,1.34795
103.89108,1.32293
103.76348,1.32142
103.85989,1.34216
103.94968,1.33905
103.73983,1.3855
103.71965,1.31425
103.90517,1.40037
103.80642,1.31577
103.98992,1.35748
103.98284,1.34033
103.83385,1.28495
103.98331,1.33988
103.89413,1.3328
103.86442,1.32112
103.81917,1.26636
103.97053,1.34742
103.93419,1.32147
103.81587,1.29336
103.92912,1.33443
103.90115,1.38625
103.98898,1.3616
103.77467,1.38917
103.88888,1.31446
